Links,subdir1,subdir2,subdir3,subdir4,subdir5,subdir6,subdir7,subdir8,subdir9,subdir10,subdir11
https://www.datacamp.com/courses/introduction-to-deep-learning-with-pytorch,courses,introduction-to-deep-learning-with-pytorch,,,,,,,,,
https://www.datacamp.com/courses/marketing-analytics-in-spreadsheets,courses,marketing-analytics-in-spreadsheets,,,,,,,,,
https://www.datacamp.com/courses/generalized-linear-models-in-python,courses,generalized-linear-models-in-python,,,,,,,,,
https://www.datacamp.com/courses/analyzing-business-data-in-sql,courses,analyzing-business-data-in-sql,,,,,,,,,
https://www.datacamp.com/courses/improving-query-performance-in-sql-server,courses,improving-query-performance-in-sql-server,,,,,,,,,
https://www.datacamp.com/courses/support-vector-machines-in-r,courses,support-vector-machines-in-r,,,,,,,,,
https://www.datacamp.com/courses/object-oriented-programming-in-python,courses,object-oriented-programming-in-python,,,,,,,,,
https://www.datacamp.com/courses/introduction-to-python-in-power-bi,courses,introduction-to-python-in-power-bi,,,,,,,,,
https://www.datacamp.com/courses/biomedical-image-analysis-in-python,courses,biomedical-image-analysis-in-python,,,,,,,,,
https://www.datacamp.com/courses/case-study-hr-analytics-in-power-bi,courses,case-study-hr-analytics-in-power-bi,,,,,,,,,
https://www.datacamp.com/courses/pivot-tables-in-spreadsheets,courses,pivot-tables-in-spreadsheets,,,,,,,,,
https://www.datacamp.com/courses/generalized-linear-models-in-r,courses,generalized-linear-models-in-r,,,,,,,,,
https://www.datacamp.com/courses/handling-missing-data-with-imputations-in-r,courses,handling-missing-data-with-imputations-in-r,,,,,,,,,
https://www.datacamp.com/courses/transactions-and-error-handling-in-postgresql,courses,transactions-and-error-handling-in-postgresql,,,,,,,,,
https://www.datacamp.com/courses/dimensionality-reduction-in-python,courses,dimensionality-reduction-in-python,,,,,,,,,
https://www.datacamp.com/courses/big-data-fundamentals-with-pyspark,courses,big-data-fundamentals-with-pyspark,,,,,,,,,
https://www.datacamp.com/courses/analyzing-us-census-data-in-python,courses,analyzing-us-census-data-in-python,,,,,,,,,
https://www.datacamp.com/courses/machine-learning-for-business,courses,machine-learning-for-business,,,,,,,,,
https://www.datacamp.com/courses/market-basket-analysis-in-python,courses,market-basket-analysis-in-python,,,,,,,,,
https://www.datacamp.com/courses/working-with-dates-and-times-in-python,courses,working-with-dates-and-times-in-python,,,,,,,,,
https://www.datacamp.com/courses/interactive-maps-with-leaflet-in-r,courses,interactive-maps-with-leaflet-in-r,,,,,,,,,
https://www.datacamp.com/courses/hyperparameter-tuning-in-r,courses,hyperparameter-tuning-in-r,,,,,,,,,
https://www.datacamp.com/courses/introduction-to-statistics-in-python,courses,introduction-to-statistics-in-python,,,,,,,,,
https://www.datacamp.com/courses/introduction-to-using-mongodb-for-data-science-with-python,courses,introduction-to-using-mongodb-for-data-science-with-python,,,,,,,,,
https://www.datacamp.com/courses/data-analysis-in-excel,courses,data-analysis-in-excel,,,,,,,,,
https://www.datacamp.com/courses/introduction-to-anomaly-detection-in-r,courses,introduction-to-anomaly-detection-in-r,,,,,,,,,
https://www.datacamp.com/courses/introduction-to-testing-in-python,courses,introduction-to-testing-in-python,,,,,,,,,
https://www.datacamp.com/courses/machine-learning-with-scikit-learn,courses,machine-learning-with-scikit-learn,,,,,,,,,
